term,speech_part,meaning
helpful,adj.,managtulong
helpless,adj.,"nacacaasi, macasapul iti tulong"
hen,n.,pamusian
hence,adv.,"manipud ditoy, adayo gapu itot"
henchman,n.,"catulongan, cadua"
henpecked,adj.,lalak a maiturturayan ti asawana
her,pron.,isu (babai)
herd n.,,pangen
here,adv.,ditoy
hereafter,adv.,iti masacbayan
hereby,adv.,babaen daytoy
heretofore,adv.,"sacbay ito daytoy nga oras, itoy a disso, iti napalabas"
heritage,n.,tuwid
hermaphrodite,n.,binabai
hernia,n.,"letteg, busingar"
hero,n.,banuar
heroic,adj.,"natured, maipapan iti banuar"
herpes,n.,"gatel, curad"
herself,n.,kencuana (babai)
hesitate,v.,"panagpannyray, panaguray, agtantan"
hesitation,n.,"panagduadua, panagpannuray"
hew,v.,"gupden, balsigen"
hibernate,v.,"agpalabas, aglemmeng, aginana"
hide,n.,"cudil, lalat"
hideous,adj.,"nacabutbuteng, nacaalalliaw, naalas"
higbrow,adj.,"nalaing, nangato"
high,adj.,"nangato, natayag"
highway,n.,"calsada, dalan"
hike,v.,magna
hilarious,adj.,"naragsac, naangaw"
hill,n.,"turod, bassit a bantay"
hillock,n.,bunton
hillside,n.,bacras ti turod
hilt,n.,putan
him,pron.,kencuana (lalaki)
hind,n.,"camaudian, maudi a saca ti ayup, tarau di"
hinder,v.,"tipden, abbengan"
hindmost,adj.,cauudian
hint,n.,"pacaammuan, ballaag"
hinterland,n.,catengngaab
hip,n.,pading-pading
hire,v.,abangan
his,pron.,cucuana (lalaki)
hiss,v.,"agsutsot, supiaten"
historical,adj.,"maipanggep iti historia, wenno bambanag a naglabas"
history,n.,pacasaritaan dagiti pasamac
hobby,n.,"caaya-aya, paggagamgam"
hog,n.,baboy
hold,n.,"panagiggem, tengngel"
holder,n.,agig-iggem
holiday,n.,"nasantuan nga adlaw, fiesta, ramrambac, ngilin"
holy thursday,n.,Jueves Santo
home,n.,"taeng, balay, ili, pagilian"
homely,adj.,"saan a napintas, narusange&&&"
homework,n.,"leccion, aramid iti balay"
honest,adj.,nalinteg
honey,n.,diro
honor,n.,"idayaw, itan-oc"
honorable,adj.,"nadayaw, natan-oc"
hood,n.,"abbong ti ulo, abbong, abbungot"
hoof,n.,cuco ti ayup
hook,n.,"banniit, paggaw-at, saiding"
hop,n.,"lagto, kingking"
hope,v.,manganamnama
horde,n.,"pangen, ummong ti tattao"
horizon,n.,lugar ng langit at lupa
horn,n.,sara
horrible,adj.,"nacaam-amac, nacabutbuteng"
horror,n.,"amac, buteng"
horse,n.,caballo
horseback,n.,agtaraken wenno agsacay iti caballo
hose,n.,"medias, gima a pagsibong"
hospital,n.,"pagagasan, hospital"
host,n.,"pangen, agawat iti sangaili"
hostile,adj.,"nauyong, sumupiat, bumusor"
hot,adj.,"napudot, nabara"
hotbed,n.,disso a mainanama iti napardas a panagdackel
hotel,n.,"hotel, pagdagusan"
hour,n.,oras
house,n.,"balay, taeng"
house of representatives,n.,Camara ti Representante
household,n.,"cabbalay, caamaan"
hovel,n.,"calapaw, abong"
how,adv.,casano
however,adv.,nupay casta
howl,n.,"puccaw, ungor"
hue,n.,maris
hug,v.,aracupen
huge,adj.,dackel
hum,v.,"agcanta iti mainnayat ken nacapsut, agdayyeng"
human,n.,tao
humble,adj.,"napanglaw, napacumbaba, nadayaw"
humid,adj.,"nadam-eg, nabasa"
humor,n.,"pagcacatawsan, ang-angaw"
humorous,adj.,nacacatcatawa
hump r,adj.,nagducol
hunchback,n.,cubbo
hundred,adj.,sangagasut
hundreth,adj.,maicasangangasut
hungry,adj.,mabisin
hunk,n.,"paset, tipping"
hunt,v.,"aganup, agsapuk, agpalitug"
hunter,n.,mangnganup
hurl,v.,"ibato, ibarsac"
hurrah,inter.,puccaw ti ragsa
hurry,n.,"panagpartac, panagpardas"
hurry,v.,partacan
hurry and scurry,n.,riribuc iti panagdardaras
hurt,v.,"pasakitan, sugaten"
hurtle,v.,"ipalapal, ipuruac"
husband,n.,asawa a lalaki
hush,v.,"agulimec, agtalna"
husk,n.,"bunot, ukis ti niog"
hut,n.,calapaw
hybrid,n.,meaztizo
hymn,n.,"canccata, himmo"
hypocrite,n.,"managincucuna, agmmarang iti naulit"
ice,n.,hielo
ice crem,n.,sorbetes
icy,adj.,"nalamiis, casla hielo"
idea,n.,panunot
ideal,adj.,"tuladen, ulidan"
identical,adj .,"agpada, agcaing-ingas"
identify,v.,"pannecmecan ti kinasia-sino, ilasin"
idiom,n.,"panecnecan ti kinasia-sino, ilasin"
idiotic,adj.,minimaag
idle,adj.,"sadut, awan ti aramidenna"
idleness,n.,"kinasadut, panagbayanggudaw"
idol,n.,"sasanto, pagrucbaban"
idyllic,adj.,"nasayaat a buyaen, macaay-ayo"
if,conj.,no
ignite,v.,"sindian, gangtan"
ignominy,n.,"pacaibabainan, pannacaibabain"
ignorant,adj.,nacuneng
ignore,v.,"baybay-an, saan nga icascaso"
ill,adj.,"masakit, dakes"
ill-bred,adj.,"awanan adal, awanan dayaw"
ill-conceived,adj.,dakes a panggep
ill-disposed,adj.,dakes a ricna
ill-gotten,adj.,"dakes a panagtagicua, tinacaw"
ill-mannered,adj.,dakes nga ugali
ill-natured,adj.,"narupanget, dakes a casasaad"
illegal,adj.,maisupiat iti linteg
illegitimate,adj.,"saan a maicanatad iti linteg, nayanac iti ruar ti calausa"
illiterate,adj.,"saanna nga ammo ti agsurat wenno agbasa, awan adalna"
illuminate,v.,silawan
illusion,n.,"ti mangallilaw iti ricna, macasllilaw a langa"
illustrate,v.,iladawan
illustration,n.,"ladawan, palawag"
image,n.,"ladawan, langa"
imagination,n.,arapaap
imagine,v.,"iyarig, darepdepen"
imbecile,adj.,namaag
imitate,v.,tuladen
imitation,n.,panangtulad
immaculate,adj.,"nadalus, nadarisay"
immature,adj.,"naata, agtutubo"
immediate,adj.,"nalawa, nawaya, dackel, saan a marucod"
immerse,v.,"ilemmes, irarem, yuper"
immigrant,n.,"sumbrec a makipagnaed, ganggannaet"
imminent,adj.,"dandani, asideg"
immodest,adj.,"naalas, nacababain, naparammag"
immoral,adj.,narugit maisupiat iti nasayaat a cababalin
immortal,adj.,"saan a matay, agnanayon a sibibiag"
immovable,adj.,"saan a macuti, nadagsen"
immunity,n.,"pannacaisalacan, pannacaillisi, pannacailacsid"
imp,n.,naalicuteg
impart,v.,"ited, isuro, ipacaammo"
impassable,adj.,sasan a mabalin a pagnaan
impassive,adj.,"saan a matignay, di sumusungbat"
impatient,adj.,"saan a macaanus, naganat"
impediment,n.,"lapped, tubeng, abbeng"
impending,adj.,"agbitbitin, sisasagana, dumteng"
impersonate,v.,"pananglimo, ibagi"
impertinent,adj.,"mamaayna, adayo a banag, saan a pacasecnan"
import,n.,gumagang iti sabali a daga
importance,n.,"kinapateg, nasken"
important,adj.,"nasken, napateg"
impose,v.,"ipilit, ipasusuon"
impossible,adj.,saan a mabalin
impoverish,v.,papanglawen
impress,v.,"iparicna, ipamatmat"
impression,n.,"panangipamatmat, panangiparicna"
improve,v.,"paimbagen, papintasen"
improvement,n.,"panagpaimbag, panangpasayaat"
impure,adj.,"saan a nadalus, narugit"
imputation,n.,"panangipato, panangipagarup"
in,prep.,"iti uneg, iti"
inborn,adj.,naisigud
incense,n.,incenso
inch,n.,"pulgada, 1/12 ti cadapan"
incident,n.,"naatamid, pasamac"
incidentally,adj.,saan a ginagara
incite,v.,"riingen, sindian, papudoten"
inclination,n.,panagiray
incline,v.,"agsicco, agiray"
include,v.,iraman
incognito,v.,saan nanglimlimo
incoherent,adj.,"nagsina, agduduma"
income,n.,"suledo, mapastrec"
incomparable,adj.,awan pumadpad
incompetent,adj.,"saan a nalaing, nacapuy"
incomplete,adj.,"saan a nalpas, curang"
increase,n.,"nayon, ganancia, panagadu"
increase,v.,"nayonan, paaduen"
incredible,adj.,"datdatlag, saan a nacappapati"
incurable,adj.,saan a maagasan
indecent,adj.,"narugit, naalas"
indeed,adv.,"iti kinapudona, iti kinaagpaysona"
indefatigable,adj.,saan a mabannog
indefinite,adj.,saan a nakedngan
indention,n.,saan a basuratan a disso sacbay ti binatog
independence,n.,"panagmaymaysa, wayawaya"
independence day,n.,aldaw ti panagwaywayas
independent,adj.,agwaywayas
indescribable,adj.,saan maipalawag
indicate,v.,"isuro, itudo"
indication,n.,"tanda, marka, pagilasinan"
indifference,n.,saan nga ibibiang
indigent,adj.,"napanglaw, marigrigat"
indignation,n.,"pungtot, suron, rurod"
indirect,adj.,"saan a nalinteg, saan a nabatad"
indispensable,adj.,"casapulan, nasken"
indisposed,adj.,"masakit, saan nga agduyos"
individual,n.,"tao, maysa"
indivisible,adj.,"saan a masinasina, saan a mabingay"
indolent,adj.,nasadut
induce,v.,"sulisogen, awisen"
inducement,n.,"sulisog, awis"
indulge,v.,"palugodan, panuynoyam"
industrious,adj.,"naanus, nagaget"
industry,n.,"pagsapulan, pagpartuatan"
inefficient,adj.,"awan ti cabaelanna, sanna nga ammo ti ar-aramidenna"
inevitable,adj.,saan a malisian
infallible,adj.,saan nga agriro
infant,n.,"tagibi, ubbing"
infection,n.,pammanecnec iti sakit
inference,n.,"panangipato, panangipagarup"
inferior,adj.,"mababa a clase, narasi"
infidelity,n.,"saan a mmati iti Cristianismo, panaglicud iti callaysa"
infinite,adj.,"agnanayon, awan tungpalna"
infirm,adj.,"nacapuy, nalucay, masacsakit"
influence,n.,panangallucoy
inform,v.,"ibaga, padamagan"
inhabit,v.,taengan
inhabitant,n.,"agtataeng, umili"
inhale,v.,"lang-aben, singloten"
inherent,adj.,"naisigud, nacaparsuaan"
inherent,v.,tawiden
inhospitable,adj.,saan a managpadagus
inhuman,adj.,"awanan asi, nagulib"
initial,n.,"rugu, umuna a letra ti nagan"
inject,v.,"iserrec, tudoken"
injure,v.,"ranggasan, dangran"
injury,n.,"dunor, sugat"
injustice,n.,panaglab sing iti calintegen ti maysa
ink,n.,tinta
inkling,n.,"ti maipagarup, ti maririp"
inmate,n.,"balud, agtaeng"
inner,adj.,"uneg, akin-uneg"
innermost,adj.,caunegan
innocence,n.,"kinadalus, kinaawan ti basol"
innovate,v.,"pabaruen, irugi"
inquire,,"saludsuden, amaden"
inquisitive,adj.,managsaludsod
insane,adj.,"agballa, agmayong"
insanitary,n.,narugit
insect,n.,bassit nga ayup
insecure,adj.,saan a nacainanama
insecure,v.,"iseguro, patalgedan"
insert,v.,"isigpit, ilucon"
inside,adv.,iti uneg
insist,v.,ipilit
insistent,adj.,managpilit
inspect,v.,"imatangan, kitaen, sukisoken"
inspection,n.,"panangimatan, panangkita"
inspector,n.,"inspector, mangusig"
inspiration,n.,"liwliwa, bang-ar, tunda"
inspire,v.,"itunda, pareggeten"
instance,n.,"cas pagarigan, pammanec-nec canito, singasing"
instant,n.,"canito, daricmat"
instead of,prep.,san ketdi a
instict,n.,sigud a cababalin
institute,n.,"pagadalan, pasdec ni sursuro"
institute,v.,"ipasdec, buangayen"
institution,n.,"pagadalan, pagsursuruan, pasdec"
instruct,v.,sursuruan
instruction,n.,"panangisuro, bilin"
instrument,n.,"ramit, instrumento"
insult,v.,pabainan
insurance,n.,"talged, seguro"
intact,adj.,"sicacapet, saan a necutcuti"
intelligence,n.,saririt
intend,v.,panggepen
intensify,v.,degdegan
intent,n.,"gagar, panggep"
intention,n.,"panggep, gandat"
inter,v.,"itabon, iserrec"
intercept,v.,"sabten, saneben"
interest,n.,"gungonna, bingay, paggagamgam"
interested,adj.,napasnec
interior,n.,uneg
interlude,n.,"canta, iti baet"
interpret,v.,"itarus, ilawlawag"
interpreter,n.,"manangiyulog, manangitarus"
interrogate,v.,"saludsoden, usigen"
interrupt,v.,"ibaballaet, singaen"
interval,n.,baet
intervene,v.,"bumuang, bumallaet"
into,prep.,"iti, iti uneg"
intoxication,n.,pannacabartec
intrepid,adj.,natured; saan a maputeng
intriuate,adj.,narigat a maawatan
introduce,v.,yam-ammo
introduction,n.,pacauna; panangrugi
invasion,n.,iraraut; idadarup
invent,v.,"partuat, parnuay"
inventor,n.,managpartuat
invest,v.,ipaapay a puonan
investigate,v.,palutpoten
invisible,,"adj, saan a makita"
invitation,,awis
invite,v.,awisen
involuntary,adj.,saan a pagayatan
involve,v.,iraman
inward,adv.,agpauneg
iodine,n.,tintura de yodo
ire,n.,"rurod, gura"
iron,n.,"plansa, landoc"
iron,v.,plantsaen
irregular,adj.,"saan a padapada, saan a canayon"
irrigate,v.,padanuman
irrigation,n.,"padanom, pasayac"
is,v.,(to be)
island,n.,"puro, isla"
isle,n.,luro a babassit
isolate,v.,"pagmamaysaen, iyadayo; ilasin"
isolation,n.,"panagmaymaysa, pannacalputong"
issuance,n.,"pannangted, pannacairuar"
issue,n.,"saritaan, copia ti pagiwarnac"
isthmus,n.,paset ti daga a bassit a mamagsilpo cadagiti dua a dadackel a dagdaga
it,n.,"dayta, isu"
itch,n.,gaddil
itchy,adj.,nagatel
item,n.,kita ti ania man a lista
its,pron.,"kencuana, cucuana"
itself,pron.,maipanggep kencuana
jab,v.,danogen
jackfruit,n.,anangka
jail,n.,"pagbaludan, pagpupocan"
jam,n.,mataginayon a bunga
jam,v.,"pepesen; aribungbingan, isengngat"
janitor,n.,siasino man ang mangtamtaming iti maysa a patacder
january,n.,"Enero, umuna a bilan ti tawen"
jar,n.,"unuonen, yunggonen, umaweng apaen"
jargon,n.,"pagsasao, anabaab"
jaw,n.,timid
jealous,adj.,"nailem, naimon"
jealousy,n.,"imon, ilem"
jeer,v.,uyawen; angawen; laisen
jelly,n.,"sinam-it a bunga, nalucneng a banag"
jerk,n.,gutad
jest,n.,panagpacatawa
jest,v.,"pacatawaen, angawen"
jestingly,adv.,siangaw
jew,n.,Judio
jewel,n.,"alhajas, napateg a bato"
jeweler,n.,mag-aalahas
jilt,v.,iwacsi as ti caayan-ayat
jingle,n.,calangiking
job,n.,"trabajo, aramid"
jockery,n.,"agpatpataray iti caballo, jinete"
join,v.,"cumadua, lumaoc"
joint,n.,"nagsilpuan, susuop"
jolly,adj.,"naragsac, managpacatawa"
jolting,adj.,"aggungon, kellaat nga aggunay sa sumardeng"
jostle,v.,"isikil, iduron"
jot,v.,"isurat, icur-it"
journal,n.,libro a pacaisuratan ti paglaccuan nga inaldaw; pagiwarnac
journalism,n.,adal naipanggep iti panagsuray iti panagsurat iti damag
jovial,adj.,"naragsac, naayat"
joy,n.,"ragsac, lingay"
joyful,adj.,natagsac
jubilant,adj.,agrambac; maragsacan
judge,n.,"ucom, juez"
judge,v.,kedngan
judgement,n.,pangngeddeng
judicious,adj.,"masirib, babaen ti nasayaat a keddeng"
juice,n.,tubbog
juicy,adj.,natubbog
july,n.,Julio
jump,n.,lagto
jump,v.,lumundag
june,n.,Junio
jungle,n.,"bakir, cabakiran"
junior,n.,"ubing, anac a lalaki a canagnagan ti ama"
junk,v.,ibelleng
jurisdiction,n.,"turayen, sacup"
jurist,n.,nalaing cadagiti paglintegan
jury,n.,comite a mangtingiting iti pammanecnec
just,adj.,naincalintegan
justice,n.,"justicia, linteg"
justice of the peace,n.,Juez de Paz
justify,v.,"panecnecan nga umisu, lawlawagan"
jutting,v.,aguy-uyaoy
juvenile,adj.,"ubbing, maipapancadagiti ubbing"
kapok,n.,capasanglay
keen,adj.,natirad; nalaing; natadem
keeper,n.,"agbambantay, agidulin"
keepsake,n.,pacalaglagipan
keg,n.,bassit a bariles
kennel,n.,"pagtaengan ti aso, pangen ti aso"
kerchief,n.,"paño, abbong"
kerosene,n.,"gas, petroleo"
kettle,n.,"cardero, landoc a banga"
key,n.,tulbec
keynote,n.,mangiwanewan a wayat
kick,n.,cugtar
kick,v.,cugtaran
kid,n.,"ubbing, urbon ti calding"
kid,v.,rabaken; angawen
kidding,n.,mangang-angaw
kidnap,v.,itaray nga ilemmeng
kill,v.,patayen
killing,n.,pinnatay
kin,n.,cabagyan
kind,adj.,"clase, kita, naanus"
kindergarten,n.,pagadalan dagiti ubbing nga awanan pay iti pito a tawen
kindle,v.,"gangtan, rubruban pasgedan"
kindling,n.,"pamasgedan, pangaron"
kindly,adj.,"naanus, naayat"
king,n.,ari
kingdom,n.,pagarian
kiss,n.,"ungngo, agec"
kiss,v.,"unguen, agcan"
kitchen,n.,"cosina, paglutuan"
kite,n.,pusa a bassit
knave,n.,tao a mangallilaw
knee,n.,tumeng
kneel,v.,agparintumeng
knell,n.,nalinday nga aweng
knife,n.,"lansita, imuco"
knight,n.,caballero
knit,v.,agansilio
knock,n.,tugtog
knot,n.,"siglot, buco"
knov,n.,pagiggaman ti ridaw
know,v.,ammuen
knowing,adj.,"nalaing, nautec"
knowledge,n.,sursuro
known,adj.,"nalatac, agdindinamag"
knuckle,n.,pungopunguan
label,n.,marcaan
label,n.,"tanda, marca"
labor,n.,aramid
labor,v.,"mangged, agtrabajo"
laborer,n.,mangmangged
lace,n.,laso
lace,v.,"igalut, lasuan"
lack,n.,"kinacurang, kinaawan"
lack,v.,agcurang
lad,n.,"ubbing, ubbing a lalaki, baro"
ladder,n.,"agdan, ulian"
laddle,n.,"aclo, pagtaco"
lag,v.,agpapaudi; adyan iti licudan
lagoon,n.,dan-aw
laid,v.,iyaplag
lake,n.,dan-aw
lamb,n.,carnero
lame,adj.,pialy
lament,v.,"agladingit, ladingiten"
lamentation,n.,panagladingit
lamp,n.,pagsilawan
land,n.,daga
land,v.,sumanglad
landlord,n.,akincucua iti balay nga ababangan
landscape,n.,ladawan ti daga iti adayo
lane,n.,akikid a dalan
language,n.,"pagsasao, pagsasarita"
lanky,adj.,narapis ken natayag
lantern,n.,"pag-silawan, silawan"
lap,n.,saclot
larcency,n.,"panagtacaw, panagbircug"
lard,n.,manteca
large,adj.,"nalawa, dackel"
largely,adv.,"nangnangruna, sidadackel"
lark,n.,ticticrobong
lash,n.,"pagbaot, pangor, panaplit"
lash,v.,"baoten, ablatan"
lassitude,n.,"bannog, kinacapsut ti bagi"
last,adj.,maudi
lasting,adj.,agpaut
late,adj.,"naladaw, napalabas, daydi, natayen"
lately,adv.,"nabiit pay, itay laeng"
later,adv.,naud-udi
lather,n.,burec; labutab
laud,v.,dayawen
laugh,n.,catawa
laugh,v.,agcatawa
laughter,n.,"garacgac, catawa"
launch,v.,igayang; ihato; pagunayen a cas bilog iti dagnum
laundress,n.,"lavandera, aglablaba a baket"
laundry,n.,pasdec a pacalabaan ken pacaplanchaan ti cawes
lavatory,n.,pagbugguan
lavish,adj.,"nalabes a panagbusbos, nawadwad, nabuslon"
law,n.,linteg
lawful,adj.,"babaen ti linteg, mayanatop"
lawless,adj.,"awan bigbigenna a linteg, maicaniwas, nadursoc"
lawn,n.,caruotan
lawnmower,n.,pagputed iti ruot
lawsuit,n.,wayat iti panagtunton babaen ti linteg
lawyer,n.,"abogado, mangilinlinteg"
lax,adj.,nalucay; nacapsut
lay,v.,"iyaplag, ipatugaw"
lazy,adj.,nasadut
leacherous,adj.,naderrep
lead,v.,iturog
leader,n.,"lider, pangulo, jefe"
leaf,n.,bulong
league,n.,"bunggoy, panagcacadua"
leak,n.,"abut a pagtedtedan iti danum, panagtedted ti danum iti abut"
lean,adj.,nacuttong
lean,v.,"agsanggir, agiray"
leap,n.,lagto
leap,v.,lumagto
learn,v.,"sursuruen, adalen"
lease,v.,"salda, sinaldaan"
leash,n.,tali a naiparaut iti aso
least,adj.,cabassitan
leather,n.,lalat
leave,n.,"palubos, wayawaya a naited nga ipapanaw"
leave,v.,"pumanaw, agtalaw"
lecture,n.,"maisuro nga adalen, maibalacad"
lecture,v.,agbitla a mangisuro
leer,v.,guyaban
left,adj.,canigid
lefthanded,adj.,nalalaing nga agtrabajo babaen ti canigid nga ima
leg,n.,gurong
legacy,n.,"tawid, ipatawid"
legal,adj.,"calintegan, maipapan iti linteg"
legend,n.,"sarita, tanda"
legible,adj.,"nalawag, nalaca a mabasa"
legilative,adj.,maipapan iti panagaramid iti linteg
legislate,v.,agaramid iti linteg
legislature,n.,"legislatura, pagpandayan iti linteg"
legitimacy,n.,"pannacayanac iti imatang ti linteg, justicia"
leisure,n.,canito nga awan nasken nga aramiden
lemon,n.,"calamansi, dalayap, lemon"
lend,v.,ipabulod
lending,n.,"panagpautang, panagpabulod"
length,n.,caatidug
lent,n.,Nangina nga Adlaw
less,adj.,"basbassit, napabassit"
lesson,n.,"leccion, nabasa a paset wenno naadal a namimpinsan"
lest,conj.,"no la ket ta, amangan"
let,v.,palabasen; iccan iti palubos
lethal,adj.,nacabutbuteng; macapapatay
letter,n.,"letra ti alfabeto, surat"
lettuce,n.,lechugas
level,adj.,"panagsimpa, tucad iti gimong"
level,v.,simpaen
libel,n.,panangidadanes babaen ti naimaldit
liberal,adj.,"liberal, napawayway"
liberate,v.,wayawayaan
liberty,n.,wayawaya
librarian,n.,agay-aywan cadagiti libro
library,n.,"pagbulodan ken pagbasaan cadagiti libro, biblioteca"
license,n.,"licensia, palubos"
licensed,v.,napalubosan
lick,n.,"dilpat, balligi"
lick,v.,"abaken, dilpatan"
lie,n.,"allilaw, ulbod"
lie,v.,"agulbod, agidda"
lieutenant,n.,teniente
life,n.,biag
lifeguard,n.,mangispal iti biag
lift,v.,"ingato, bagcaten"
light,adj.,"nalag-an, saan a nadagsen, saan a nasken"
light,n.,"silaw, raniag"
light,v.,gangtan
lighten,v.,"silawan, palag-anen"
lightning,n.,kimat
like,adj.,"umasping, carupa, capada"
like,v.,"iliwen, cayat, canunongan"
likely,adj.,"mabalin, mabalin a casta"
liken,v.,"itulad, yasping, idilig"
likewise,adj.,"casta met, wenno"
lilt,n.,"pannacaitagay, naragsac nga ayug"
limb,n.,gurong
lime,n.,apog
limelight,n.,"raniag, sinamar"
limit,n.,patinggana
limit,v.,kedngan
limitation,n.,naikeddeng a paginggaanna
limitless,adj.,awan patinggana
limping,adj.,agpilpilay
line,n.,"tanda, liña, uges"
lineage,n.,"nagtuadan, caman"
linen,n.,"dehilo, linen, napateg a papel a pagsuratan"
linger,v.,agtalinaed agbati
lingering,adj.,agbayag
linguist,adj.,maysa a tao a macaammo cadagiti nadumaduma a pagsasao
link,n.,silpo
link,v.,"pagsilpuen, rangtayan"
lion,n.,leon
lionize,v.,"idayaw, itan-oc"
lip,n.,bibig
liquid,n.,"agay-ayus, nalamuyot ken nalintaw, a cas danum"
liquidation,n.,"panagrikep dagiti agpucpucaw a pasdec, panagdanum"
liquor,n.,"arac, inumen a macabartec"
list,n.,"lista, catalogo"
list,v.,"isurat, ilista"
listen,v.,"denggen, allingagen"
listening,v.,dumdumngeng
literacy,n.,maipapan iti panagsurat ken panagbasa
literate,adj.,ammona ti agbasa ken agsurat
literature,n.,"literatura, dagiti aramid na naisurat"
little,adj.,bassit
live,v.,"agbiag, agtaeng"
livelihood,n.,panagbiag
lively,adj.,"sibibiag, naparagsit"
liver,n.,dalem
livestock,n.,dagiti taraken dinguen
load,v.,"ipaawit, icarga"
loaf,n.,galip ti tinapay
loan,n.,"pautang, pabulod, palubos a mangaramat, panangpautang"
loan,v.,ipautang
loathe,v.,"busoren, guraen"
loathsome,adj.,"nacabus busor, nacasimsimbron"
lobby,n.,"pagurayan, pagtacderan, siled a pacaawatan ti sangaili"
local,adj.,"maipapan iti disso iti uneg ti pagilian, distrito"
locate,v.,"sapulen, biroken, saraken"
location,n.,"dissom taeng, casasaad"
lock,n.,"tulbec, candado, pagserra"
lock,v.,"itulbec, iserra"
lock-up,n.,pagbuludan
lockjaw,n.,sakit ti pangal
lodge,n.,"bassit a balay, gimong"
lodge,v.,"aginana, pannangted iti apagcanito a panagtaeng, agtaeng"
lofty,adj.,"nangato, narimbaw"
log,n.,"dackel a cayom trozo, sinuratan maipapan iti viaje"
logic,n.,"panangipalawag, urnos ti palawag"
lone,adj.,"agbucbucod, agmaymaysa"
lonely,adj.,"naladngit, agmaymaysa, naleddaang, naliday"
lonesome,adj.,"naladingit malidliday, malmalday"
long,adj.,attiddug
longshoreman,n.,cargador cadagit vapor
look,n.,"la dawan, kita"
loom,n.,"pagablan, putan ti gaud"
loop,n.,"silo, lubid a nasiglot"
loose,adj.,"nalawa, saan a naigalot nalucay"
loosen,v.,"lucayan, ibulos"
loot,n.,banag a nasamsam
lord,n.,Apo
lose,v.,"napucaw, mapucaw a cas iti canito"
lot,n.,"naikeddeng a gasat, nailasin a paset, sangcadisso a daga dackel a gatad wenno bilang"
loud,adj.,"napigsa nga aweng, naariwawa"
love,n.,"panagayat, panangipateg, ayat"
lovely,adj.,"nacaay-ayat, nalibnos napintas"
lover,n.,"caayan-ayat, agay-ayat"
low,adj.,napudno
loyalty,n.,kinapudno
luck,n.,gasat
lucky,adj.,nagasat
ludicrous,adj.,"nacacatcatawa, saan a naibatay iti natanang a panunot"
lumber,n.,"tabla, cayo"
lump,n.,"mapagtitipon amin, banag a natangken"
lunatic,n.,"agballa, currang, aguoyong"
lunch,n.,pangngaldaw
lung,n.,bara
lure,n.,"appan, awis, ay-ayo"
lure,v.,"awisen, uyutan, ay-aywen"
lurk,v.,"agbantay, aguray, aglemmeng"
lush,adj.,"nalucmeg, natubbog"
lust,n.,"tarigagay, gartem, iliw"
luster,n.,"sileng, raniag, rimat"
luxuriant,adj.,"adu, nabuslon"
luxurious,adj.,maipapan cadagiti banag a saan a nasken unay iti biag
luxury,n.,banag a saan nasaken iti biag
lye,n.,solucion a pagdalus ken aramiden a sabon
machine,n.,maquina
machinery,n.,maquinaria
machinist n.,,maquinista
mad,adj.,"macapungtot, agballa"
madam,n.,pangawag iti babai
madden,v.,"agpungtot, papungtoten"
magazine,n.,"magazine, tiendaan, pagiwarnac a pacailanadan cadagiti nadumaduma a bambanag, pagicaan iti bala ti paltog"
magic,n.,"encanto, salamanca"
magical,adj.,maipapan iti aramiden ti salamangkero
magician,n.,salamangkero
magistrate,n.,"magistrado, ucom"
magnate,n.,batombalani
magnetize,v.,"awisen, guyoden"
magnificent,adj.,"nabileg, nagloriaan, nautan-oc"
maid,n.,"babaonen a babai, babai"
maidenly,adj.,"natacneng, maipapan iti babai"
mail,n.,"correo, sursurat, supot a pagyanan dagiti sursurat"
mail order,n.,gatangen babaen ti correo
main,adj.,gitna ng dagat
mainstay,n.,"segcat, pagsadagan"
maintain,v.,"salacniban idulin, ituloy"
maintenance,n.,"salacnib, panangituloy"
majestic,adj.,"dackel, natan-oc"
majesty,n.,kinatan-oc
major,"adj., n.",cangrunaan
majority,n.,caaduan
make,n.,marca
make,v.,"kita ken tabas, aramiden, ipasay, ibayog"
make-up,n.,"urnos, pagpapintas, cababalin"
maker,n.,agar-aramid
makeshift,adj.,"apagbiit, apagcanito a maaramat a cas ti calapaw"
malcontent,adj.,"napaay, di napnec"
male,n.,lalaki
malediction,n.,lunod
malefactor,n.,"criminal, managbasol"
man,n.,"tao, nataengan a lalaki"
man,v.,"iccan iti abuno a lalaki, papigsaen"
manage,v.,"timbengen, iturong a siannad"
manager,n.,mangiturong
mandate,n.,bilin
mangle,v.,"iwaen, rebbaen, dadaelen, lasangen"
mangrove,n.,cayo nga agramut iti sangana ken agtubo a sabali a pinoun
manhood,n.,panagbiag ti maysa a lalaki
manicurist,n.,mangpapintas iti cuco
manifest,n.,papel a pacakitaan iti gargaret ti vapor
manifold,adj.,"adu, nadumaduma"
manipulate,v.,"iturong, iggaman"
manners,n.,"cababalin, sursuro"
manslaughter,n.,panangpatay iti adu a tao
mantle,n.,abbong ti lamisaan
manual,adj.,"maipapan iti panangaramat iti ima, libro, panagsanay"
manufacture,n.,aramid
manufacturer,n.,agar-aramid
many,adj.,"adu, nawadwad"
map,n.,mapa
marble,n.,marmol
march,n.,Marzo
march,v.,marcha
mare,n.,cabayan a caballo
margin,n.,"igid, iking"
mark,n.,"marca, tanda"
marriage,n.,"panagcasar, casar"
